,account length,area code,international plan,voice mail plan,number vmail messages,total day calls,total eve calls,total night calls,total intl calls,customer service calls,churn,Princ_Comp_0,Princ_Comp_1,Princ_Comp_2,Princ_Comp_3
1427,176,415,0,0,0,108,100,85,6,2,False,-1.8467248741796258,0.8248770060362096,-1.4609976261167812,0.3252333626567104
1428,96,415,1,0,0,117,120,95,5,2,False,-0.5405939970264643,-2.469220330870233,-2.869769030097861,-0.4835088760425651
1429,11,510,0,1,38,130,84,79,7,1,False,-0.7799609450659014,0.12236811401051927,0.9000579080878378,1.6406122893751787
1430,48,415,0,1,34,70,121,71,4,1,False,-0.47322908089996013,-2.027404251381508,0.4775973928094673,1.3385067386950968
1431,127,510,0,0,0,107,121,110,5,1,False,-1.559010997569928,2.009807055850679,1.3725486902643145,-0.5369872380416351
1432,63,415,0,0,0,75,118,97,2,0,False,0.396328256669923,1.4807105649158785,1.4489924672892365,-0.4835088760425651
1433,79,510,0,0,0,107,97,74,2,1,False,-1.0676748216755996,0.24442944351750112,-1.113582511185569,-0.9901455640617586
1434,47,408,0,1,37,150,97,112,6,2,False,1.7389675580304509,-1.1967637750028681,-0.6205824080750982,-1.4967822520809517
1435,89,415,1,1,19,114,132,116,2,0,True,1.74461949031868,-1.692719958891664,-2.1631304218497918,-0.4394128247006635
1436,83,510,0,1,26,117,97,82,7,1,False,-1.2108825523609508,-0.9405006062969682,-1.882059764717389,-0.2883600493606226
1437,126,415,1,1,34,118,105,136,6,4,False,-1.690914863678821,-0.5199304187691317,0.2788747018948082,0.2717550006576405
1438,60,510,0,0,0,99,131,112,6,2,False,-0.6079589131529679,-0.9706057859199885,0.6718142712090674,-2.4659595767774367
1439,122,415,0,0,0,115,137,110,4,0,False,1.1185534821713448,-1.174123366633898,-0.33500593842763576,0.8318700506759037
1440,136,408,0,0,0,97,85,99,10,1,False,0.7058860869799779,-0.2214215607482764,-2.2868077124172927,2.6538856654135654
1441,172,408,0,1,47,102,118,123,2,1,False,-2.4699649161828465,0.40127169108538885,1.2356646446334052,0.7249133266777638
1442,102,510,0,0,0,116,87,73,3,1,True,-0.413578287753241,-0.22585120457934174,0.006504987310754354,0.9829228260159442
1443,113,415,1,0,0,82,115,97,7,1,False,-0.63675321438055,0.3394207208244466,-1.7201605856374267,0.5297644999958213
1444,79,415,0,0,0,99,82,82,4,3,False,-1.1041832458829661,1.5273858980619006,2.0892866177384977,0.6808172753358622
1445,55,510,0,1,8,104,94,114,2,1,False,-1.109835178171195,0.8218418786132258,4.940545501698059,0.2717550006576405
1446,111,415,0,1,28,104,52,76,2,2,False,1.3234741966949701,1.2183771413640108,-1.4964227612737144,-0.03035055002244187
1447,160,415,0,0,0,105,107,131,2,0,False,0.14229683812347627,0.8279121334591935,0.5585469823494478,0.9829228260159442
1448,110,415,0,0,0,110,140,86,3,4,False,-1.6292018798405454,1.078105047319125,-0.47049160738078116,1.2315500146969571
1449,192,415,0,0,0,101,50,83,6,4,False,-1.0859290337792828,-2.348553517771333,-0.937078200364435,-1.2481550633999392
1450,93,408,0,0,0,100,103,88,9,0,False,1.7003969431315291,-0.5605354970691849,-2.0866866448248693,-0.33245610070252424
1451,101,415,0,1,33,137,94,113,2,2,False,-1.0368183297564622,0.3952014362394204,-0.45868322899513597,0.369329413998612
1452,77,510,0,0,0,136,115,73,3,2,False,0.905918644667934,1.3857192876089326,1.4416899014186506,-1.0436239260608284
1453,105,415,0,1,40,111,110,115,3,2,False,-1.4733918693397408,2.3414562209175385,0.5658495482200335,1.080497239356916
1454,133,408,0,1,44,80,113,87,7,2,True,0.15001096110326084,-0.23495658684829418,0.6481975144377785,-1.9593228887582428
1455,131,408,0,0,0,95,48,108,7,1,False,1.8245866862606381,-3.657185508107687,1.6153974588842575,1.8451434267142897
1456,106,510,0,1,33,120,85,113,4,1,False,2.5496378779061737,-0.9661761420889227,-1.3977606041552673,0.174180587316669
1457,118,415,0,0,0,113,92,129,4,1,False,1.2041726104015313,2.2298947900875907,1.504926923380165,2.2007273393934415
1458,125,408,0,0,0,94,83,114,4,1,False,1.1080133930474458,-0.24545648552532767,1.050148708782155,0.8318700506759037
1459,95,415,0,0,0,88,68,104,8,0,False,-0.44726074581649305,0.295780515101409,0.3097940245366829,-2.9725962647966293
1460,80,415,0,0,0,160,87,76,3,3,False,-0.4760550470440748,1.234947294887013,-0.526426063471709,0.47628613799675135
1461,145,408,0,0,0,78,106,90,6,0,False,3.642370142103366,-1.7667114388445428,-0.42185971716043885,0.12070222531759914
1462,37,408,0,0,0,107,110,123,4,2,False,-0.5125634712514415,-0.18221099885630423,-3.2700111652827064,1.080497239356916
1463,87,415,0,0,0,93,68,77,6,1,False,0.5963608143578787,-0.4127986317702496,0.6276881935037845,1.3385067386950968
1464,69,415,0,0,0,85,100,94,5,3,False,-0.09424414377184609,-1.0219568575038964,0.7586680499418706,0.6273389133367924
1465,83,510,0,0,0,120,101,84,2,1,False,1.2301409454849987,2.2133246365645887,-0.087651357292635,0.8318700506759037
1466,195,415,0,0,0,108,88,99,3,0,False,3.027607998532489,-0.536500572292133,-0.47188998405854476,2.600407303414496
1467,67,415,1,1,35,59,116,106,4,0,True,-0.034593350625126466,-0.41583375919323384,0.43036387926688924,-3.3722762288176824
1468,75,510,0,1,27,102,127,114,7,3,False,1.6168400055928975,-0.16260571791031803,-0.18040932521826017,3.062947940091787
1469,123,415,0,1,27,79,78,116,1,0,False,-1.0108499946729945,1.0479998676961053,-0.7574664537060065,-2.4124812147783667
1470,41,415,0,1,41,95,120,74,3,1,False,-0.7146582196309531,1.7761842955137501,-2.3809640570206816,2.2007273393934415
1471,75,415,0,0,0,99,83,104,5,0,False,0.757822757146913,-2.8039046233600766,-1.1799269689843777,1.080497239356916
1472,76,415,1,0,0,66,121,84,7,1,True,-2.4285683351398113,-1.747106157898557,-0.9989168456481854,-0.8925711507207872
1473,86,415,1,0,0,120,92,103,4,1,False,-2.2419018327198685,0.5294032754383383,0.15659578800507107,-0.03035055002244187
1474,140,408,0,0,0,89,65,85,6,0,False,1.7389675580304509,1.234947294887013,1.362138688556434,-3.0701706781376017
1475,70,415,0,0,0,112,104,110,7,3,False,1.9495402048423063,3.312368791341065,-0.8811437442735072,-2.821543489456588
1476,121,510,0,1,35,62,97,95,4,0,False,-0.36446758373042076,0.09365745079558117,0.5026125262585198,2.2007273393934415
1477,112,415,0,0,0,102,117,110,5,1,False,0.2903927256444973,-2.705878218630146,-0.17310675934767447,0.21827663865857064
1478,118,415,0,0,0,122,78,108,7,2,False,-1.9063756673263448,-0.0013338265113645954,-0.15539419176920755,0.2717550006576405
1479,66,415,0,1,16,92,105,98,2,1,False,0.13175674899957773,-0.8681497373589927,2.922399269909594,0.6808172753358622
1480,78,408,0,0,0,102,64,120,5,0,False,2.409256113364938,0.20521888162552895,0.13748484374884082,-0.38593446270159404
1481,129,415,0,1,34,79,113,117,9,2,False,-0.6424051466687792,1.9012807524437156,-0.30268823910799675,-2.3149068014373957
1482,6,408,0,0,0,93,122,98,4,3,False,-1.213708518505065,1.3630788792399628,-1.0194261665821798,0.4228077759976815
1483,107,510,1,0,0,91,105,100,3,1,False,-1.4109151100489061,1.0571052499650577,2.2821051194603337,0.12070222531759914
1484,107,415,1,0,0,106,89,123,2,3,True,1.2069985765456457,0.5037277396463842,1.1251941091293132,-1.345729476740911
1485,138,415,0,0,0,87,110,139,3,1,False,1.191570330586077,0.9651491000810954,-0.20542445866731288,-2.6170123521174777
1486,103,510,0,0,0,104,70,97,2,0,False,0.5086794954361366,1.73090347877581,3.1211219608242535,0.2717550006576405
1487,116,415,0,1,44,94,103,76,2,0,False,-1.3196440495304906,-0.6450268756990971,1.2061436986692944,-0.4394128247006635
1488,189,408,0,0,0,84,81,120,4,2,False,-1.2368508874444182,0.6967454216832599,0.14478740961942663,1.9961962020543311
1489,161,415,0,0,0,120,120,91,2,2,False,2.777700961369153,-1.8434919516135848,0.6040714367324952,-0.7949967373798157
1490,1,415,0,0,0,107,82,91,2,1,False,-0.42411837687714,-2.66363252931519,0.2979856461510384,1.6406122893751787
1491,89,408,0,0,0,110,115,106,3,1,False,-0.4500867119606071,0.9786841261811136,0.7395571056856404,-1.3016334253990092
1492,64,408,0,0,0,126,100,65,5,1,False,-1.0339923636123474,-2.8536150839290824,-1.2977000703590555,0.2717550006576405
1493,126,415,0,1,30,90,97,97,4,4,True,0.6848059087321804,1.3826841601859485,-1.3168110146152865,-1.3016334253990092
1494,129,415,0,0,0,85,114,109,10,2,False,-0.9406591124023762,0.39216630881643644,0.2743688893797495,2.707364027412635
1495,128,510,0,1,32,136,80,101,4,0,False,-1.1196114918425348,-1.7018253411606166,-0.26586472727329963,-0.2883600493606226
1496,81,415,0,1,36,120,95,90,6,3,False,1.6590003620884928,-0.9932461942889581,1.5153369250880455,-0.7415183753807458
1497,114,510,0,0,0,101,80,121,5,1,False,-0.2605942433965506,1.4867808197618468,-0.7883857763478822,-0.18140332536248283
1498,50,408,0,0,0,102,108,95,3,0,False,0.6511234506689286,-2.705878218630146,0.2611621343163413,-0.4394128247006635
1499,86,415,0,0,0,104,110,86,1,3,False,1.1262676051511284,-0.041938904811418404,0.8337134502890293,-0.6439439620397744
1500,96,408,0,0,0,86,88,117,6,1,False,0.2405182461691177,-2.1345360383803897,-1.073962245995344,-0.9901455640617586
1501,72,510,0,0,0,88,125,81,2,0,False,-2.4054259662004576,2.596324873215356,-0.42916228303102516,-1.2481550633999392
1502,64,510,0,1,40,116,89,94,4,8,False,-0.7848491019015712,-0.8847198908819945,-0.8957488760146795,2.2007273393934415
1503,57,415,1,1,17,94,94,117,3,2,False,-1.4733918693397408,1.0571052499650577,1.0015168185618128,-0.9901455640617586
1504,65,510,0,0,0,117,122,147,3,2,False,0.6722036289167259,-0.5334654448691494,2.226170663369406,0.8759661020178052
1505,163,408,0,0,0,120,98,125,5,1,False,-1.122437457986649,-0.7264831269060251,-0.3527185060061023,0.7249133266777638
1506,136,415,0,0,0,74,81,110,3,2,False,-1.8860592645311067,0.9229034107661396,1.3253151767217366,-0.23488168736155274
1507,116,408,0,0,0,84,113,145,6,1,False,-0.470403114755846,0.9168331559201719,1.088370597294616,-0.8925711507207872
1508,93,408,0,0,0,74,88,120,5,3,False,0.7107742438156478,-2.0530797871734627,1.4357857122258282,1.8451434267142897
1509,142,510,0,1,40,105,93,110,3,3,False,-1.496534238279094,0.6997805491062441,0.2625605109941055,0.5297644999958213
1510,92,408,0,0,0,82,75,113,2,1,False,-2.2285357774518553,0.5655787099073265,0.28617726776539393,0.8318700506759037
1511,70,415,0,0,0,91,81,105,6,1,False,-0.4549748687962773,-2.922930825444074,-0.8370176665682236,1.79166506471522
1512,22,408,0,1,14,100,103,91,1,1,False,-0.5020233821275425,-0.5801407780151715,-3.7793254592938808,3.062947940091787
1513,37,415,0,0,0,114,109,101,2,2,False,-1.4003750209250074,-0.1927108975333383,0.33030334547067747,-0.8925711507207872
1514,51,415,0,0,0,99,107,121,3,1,False,-0.08653002079206155,1.1399560175800671,3.1020110165680235,1.6406122893751787
1515,174,408,0,0,0,96,108,107,5,2,False,1.0483625999007262,1.6058070218458445,0.6791168370796539,0.12070222531759914
1516,68,415,0,0,0,112,100,97,3,1,True,-0.8858964760913267,-1.659579651845661,0.9205672290218324,0.9294444640168746
1517,130,415,0,0,0,70,115,100,2,1,False,-0.7097700627952828,0.024341709280589277,-0.1863135144110826,-1.0971022880598982
1518,104,415,0,0,0,78,119,102,5,2,False,1.0406484769209419,-0.04497403223440205,0.07564619846509049,-0.5369872380416351
1519,134,408,0,0,0,91,105,113,3,2,False,0.06721779901718825,-0.7731584600520469,-0.18491513773331847,0.6808172753358622
1520,108,415,0,1,35,136,101,105,7,2,False,0.2587724582728006,0.7616315193671862,0.3848394248838417,0.369329413998612
1521,103,415,0,0,0,83,65,66,2,3,False,0.16261324091871496,-1.2089042846948042,0.5790563032834424,0.2717550006576405
1522,62,510,0,0,0,100,99,109,4,1,False,0.5163936184159209,0.8022365976672399,1.741871502807285,2.3517801147334834
1523,162,415,0,0,0,89,111,98,3,2,False,1.6793167648837317,0.11629785916455102,0.32300077960009166,-0.5904656000407049
1524,93,510,0,1,19,113,105,95,3,2,False,1.1157275160272295,0.5987190169533302,-3.6292346585995636,-1.1505806500589677
1525,42,415,0,0,0,108,120,73,6,1,False,2.2745262811119296,-0.28466704741729953,-2.0071354319626526,-1.4526862007390504
1526,155,415,0,1,23,112,106,123,11,2,False,-1.6649465285953533,1.895210497597747,0.35982429143478845,-1.6037389760790914
1527,36,510,0,0,0,94,117,108,2,0,False,1.627380094716796,-0.960105887242955,0.5717537374128565,0.6273389133367924
1528,143,415,0,0,0,99,128,84,4,0,True,-1.1301515809664338,0.9455438191351099,0.06104106672391852,2.9025128540945784
1529,197,510,0,0,0,111,102,86,2,3,False,0.6482974845248138,0.8218418786132258,0.7395571056856404,-0.18140332536248283
1530,81,510,0,0,0,141,102,96,6,1,True,-2.1197742802823147,-0.409763504347265,1.9833218947494637,1.1339756013559856
1531,138,510,1,0,0,104,114,95,4,4,True,3.4605917965190933,0.41784184460839063,-0.9325723878493769,0.3252333626567104
1532,103,415,0,1,18,84,84,112,7,0,True,0.7760769692505962,0.8384120321362276,-0.820703475667521,-0.6439439620397744
1533,127,510,1,0,0,102,80,96,5,2,True,-1.6207239814082024,-0.7008075911140708,1.429881523033006,-1.8523661647601042
1534,136,510,0,0,0,99,125,78,6,1,True,-2.0678376101153795,0.7887015715672219,2.5972025350719075,-0.23488168736155274
1535,99,415,0,0,0,102,89,81,8,2,False,-1.1070092120270807,0.42391209945435876,1.0310377645259237,-0.8925711507207872
1536,95,415,0,0,0,79,109,102,5,0,False,2.8661460557434544,0.28364000540947293,0.5335318489003952,0.6808172753358622
1537,118,408,1,1,21,122,125,81,3,4,True,0.6040749373376634,-0.22888633200232594,-1.1799269689843777,-0.4394128247006635
1538,113,415,0,0,0,111,88,114,3,5,True,3.079544668699424,3.0304300868432112,-0.09806135900051531,-1.7547917514191327
1539,128,408,1,0,0,112,101,116,5,0,False,-1.698628986658605,2.7741669181373116,-1.3595387156428058,-0.23488168736155274
1540,117,408,0,0,0,100,104,93,10,3,False,2.01201696413314,1.835000138351708,-0.03171690120170707,-2.7680651274575188
1541,48,415,0,1,36,92,121,87,4,3,False,-1.3273581725102752,0.9303681820201897,1.9332916278513579,1.3385067386950968
1542,81,510,1,0,0,105,120,113,3,0,False,-1.2368508874444182,-0.29377242968625195,1.603589080498612,-0.8390927887217174
1543,57,510,0,0,0,68,86,105,6,1,False,-0.33849924864695313,1.198771860418025,0.969199119242174,-1.2481550633999392
1544,140,408,0,0,0,98,109,66,2,1,False,0.4462027361453026,-0.14603556438731624,-1.6583219403536762,1.0364011880150144
1545,107,510,0,1,38,92,73,91,1,2,False,-1.0291042067766778,0.5716489647532944,-2.7078698510178993,-0.38593446270159404
1546,56,415,0,0,0,111,119,72,4,1,False,1.1059512023558902,0.9786841261811136,-0.5205218742788865,-2.0568973020992147
1547,159,415,0,0,0,103,97,93,10,1,False,2.391001901261254,-2.1541413193263756,-0.8457186091165739,-0.13730727402058115
1548,102,415,0,0,0,80,133,105,5,1,False,-2.3717435081372065,0.8083068525132081,-0.8870479334663296,-0.03035055002244187
1549,107,408,0,0,0,94,125,125,3,1,False,1.9832226629055578,0.3258856947244288,0.7350512931705817,-2.1103756640982847
1550,106,408,0,0,0,106,113,95,2,2,False,3.313259684450631,-0.5334654448691494,-2.478227837461365,-0.5904656000407049
1551,225,415,0,0,0,106,109,93,3,0,True,0.37318588773056954,-2.027404251381508,0.2552579451235187,0.7783916886768335
1552,75,408,0,0,0,110,97,68,3,2,False,0.8377899530888712,0.25960508063242144,-1.8407304403676326,-3.12364904013667
1553,86,415,0,0,0,93,95,70,7,0,False,-0.9877076257336418,-0.3826934521472296,0.7777789941981008,-0.5369872380416351
1554,169,415,0,0,0,79,85,97,10,1,False,-1.4523116910919427,1.7866841941907838,0.5599453590272115,-1.5502606140800215
1555,122,510,0,1,22,92,121,103,5,2,False,-0.6424051466687792,1.711298197829824,0.11697552281484645,0.8318700506759037
1556,106,408,0,0,0,143,123,105,2,0,False,0.03559753164549174,-1.284290281055764,1.6522209707189535,0.3252333626567104
1557,52,415,0,1,32,68,77,87,5,2,False,1.2897917386317181,-1.28871992488683,2.4749236211821706,-1.6572173380781607
1558,79,415,0,1,34,100,78,102,4,2,False,1.9755085399257735,-0.9857814230349086,1.5594630027933296,-2.3149068014373957
1559,135,415,0,0,0,91,104,118,3,2,False,-1.561073188261483,0.6666402420602403,0.45537901271594144,2.2007273393934415
1560,70,408,0,0,0,110,90,101,4,0,False,0.814647584149518,-1.8434919516135848,-1.3800480365768004,0.6808172753358622
1561,80,408,0,0,0,106,65,86,2,2,False,0.8097594273138482,-0.2741671487402663,0.08015201098014876,0.12070222531759914
1562,37,415,0,0,0,69,113,117,1,0,False,-0.29427670145980217,2.0023422845966294,0.18611673396918257,-1.345729476740911
1563,161,415,0,1,39,76,94,121,4,1,False,-1.005961837837325,2.4621230340164386,0.1183738994926102,1.4895595140351376
1564,137,510,0,0,0,95,82,78,0,1,False,2.136206707262249,0.1450085223794891,2.460318489440999,5.187069105509532
1565,123,415,0,0,0,126,94,132,5,0,False,1.3263001628390851,2.3248860673945364,-0.06854041303640436,-0.2883600493606226
1566,80,415,0,1,38,69,68,102,10,2,False,-1.4754540600312955,0.0966925782185654,0.24205119006011047,0.369329413998612
1567,94,415,0,0,0,113,91,110,16,0,False,2.4380504145925195,-0.7173777446370726,2.2011555299203533,-2.7145867654584492
1568,105,415,0,1,27,96,94,101,2,1,False,1.00207786202202,0.9289736656121077,2.056968918418858,-0.5904656000407049
1569,73,415,0,1,31,104,84,110,3,0,False,-0.3798958296899889,0.6967454216832599,0.8160008827105623,-0.6439439620397744
1570,112,415,0,0,0,100,90,107,3,2,False,0.316361060727965,1.2967982651479546,2.2511857968184588,-3.5768073661567947
1571,179,408,0,0,0,134,94,72,4,1,False,-1.421455199172805,1.0253594593271356,-0.26586472727329963,2.0937706153953024
1572,57,510,0,0,0,78,85,97,9,1,False,0.6644895059369419,0.11933298658753563,1.472609224060526,0.06722386331852968
1573,127,415,0,1,14,99,91,77,1,1,False,0.9501411918550848,0.8671226953511658,0.5790563032834424,-0.688040013381676
1574,122,415,1,1,40,80,90,99,4,1,False,-0.951199201526275,-1.358035666401821,-0.4173539046453806,-1.2481550633999392
1575,33,510,0,1,35,85,82,131,2,1,False,0.46445694824898565,1.3887544150319169,-0.2776731056589441,0.8759661020178052
1576,94,408,0,0,0,90,57,100,6,3,False,1.5859835136737603,-0.11428977374939396,-0.8015925314112904,-0.08382891202151174
1577,100,408,0,0,0,123,132,116,10,1,False,0.01734331954180862,0.12236811401051927,-0.3968445837113861,0.02312781197662801
1578,106,415,0,0,0,97,99,80,5,2,False,0.8280136394175313,-0.23192145942530995,-1.0857706243809884,0.7249133266777638
1579,148,415,0,1,38,110,73,105,4,2,False,-0.7637689236537734,2.3535967306094747,-2.5532732378085243,-3.1771274021357407
1580,120,415,0,1,29,140,89,83,6,0,False,-1.6754866177192522,-3.384352185878785,-0.9516833321056074,-0.18140332536248283
1581,91,415,0,1,34,96,122,76,11,1,False,0.11632850304000858,-1.7109307234295692,-1.5919774825548676,2.3517801147334834
1582,86,510,0,0,0,92,95,96,2,1,False,0.7598849478384685,2.2495000710335766,1.9656093271709962,0.6273389133367924
1583,78,415,0,1,25,73,113,73,2,0,False,-0.457800834940392,-2.6409921209462204,0.30388983534386044,-1.4967822520809517
1584,94,510,0,0,0,136,111,82,5,1,False,0.4222965917533904,1.5983422505917946,1.4681034115454674,-1.1946767014008692
1585,85,415,0,0,0,93,113,78,7,2,True,-1.4831681830110803,0.09226293438749956,3.0269656162208642,-0.5904656000407049
1586,89,415,0,0,0,77,80,70,4,1,False,2.531383665802491,0.9425086917121255,-0.17310675934767447,1.5430378760342074
1587,128,415,0,0,0,111,115,74,4,1,False,-0.9406591124023762,1.319438673516925,0.732254539815054,-1.2481550633999392
1588,115,415,1,0,0,119,126,70,3,1,False,-0.005799049397544698,0.06051714374957744,0.45398063603817773,-1.0971022880598982
1589,76,415,0,0,0,55,108,95,6,1,False,0.9367751365870717,0.7782016728901878,1.069259653038385,2.2448233907353434
1590,75,415,0,1,39,107,132,73,7,1,False,-0.47811723773563,-2.214351678572415,-1.9939286768992441,-0.5369872380416351
1591,90,415,0,1,29,106,113,120,5,2,False,-0.15106897077445103,-0.5213249351772133,-1.3654429048356282,-0.4394128247006635
1592,30,408,0,0,0,108,80,126,10,3,False,1.0954111132319915,1.0872104295880773,-0.3673236377472751,2.2448233907353434
1593,105,415,1,0,0,119,103,90,7,1,True,-2.4439965810993796,-2.16464121800341,1.5226394909586316,-0.33245610070252424
1594,102,415,0,1,31,92,108,68,2,3,False,1.4147452572133863,1.6676579921067864,-0.9134614435931463,1.9961962020543311
1595,83,415,0,0,0,102,84,65,4,3,False,0.025057442521592813,0.9229034107661396,-0.6146782188822754,0.8318700506759037
1596,63,510,0,1,49,86,89,139,5,0,False,-0.9118648111747945,0.07708729727257922,-0.8398144199237513,1.0364011880150144
1597,155,408,0,0,0,93,102,109,4,2,False,0.4356626470214036,-0.08114946670339002,-1.1726244031137913,-2.4659595767774367
1598,82,415,0,1,29,77,112,95,2,2,False,0.41458246877360566,1.8424649096057577,-3.3995926450430294,0.7249133266777638
1599,87,510,0,0,0,113,100,93,3,1,False,-0.2528801204167657,-0.10986012991832872,0.5835621157985007,-1.6037389760790914
1600,115,415,0,1,26,110,133,100,4,0,False,0.6385211708534744,-0.8350094303129889,1.6977454251020014,2.9025128540945784
1601,99,510,1,0,0,102,102,93,3,0,True,-1.6235499475523167,-4.181852355211421,-1.0562496784168773,-0.5369872380416351
1602,121,415,1,1,44,127,108,129,4,3,False,-1.9302818117182576,0.5791137360073443,-0.1303790583201547,0.7783916886768335
1603,54,510,0,1,33,90,112,83,4,2,False,1.7600477362782485,-0.19574602495632198,-1.4154731717337339,-0.5369872380416351
1604,105,408,0,0,0,73,83,90,5,3,False,1.6687766757598326,-1.8495622064595523,-2.423691758048201,-1.5502606140800215
1605,73,415,0,0,0,102,114,120,4,1,False,1.1080133930474458,-0.2741671487402663,-0.26586472727329963,-0.4394128247006635
1606,95,415,0,0,0,113,144,99,3,0,False,-0.48376917002385916,-0.9736409133429728,3.4876480200116977,0.06722386331852968
1607,21,415,0,1,19,94,101,78,7,3,False,1.2224268225052146,-0.10075474764937623,-1.2917958811662336,-1.345729476740911
1608,163,408,0,1,25,99,99,88,8,2,False,-1.0339923636123474,-0.2620266390483297,1.1693201868345966,-1.8082701134182024
1609,57,415,0,0,0,96,112,83,4,0,False,0.2644243905610299,-0.9405006062969682,2.363054709000315,-0.4835088760425651
1610,104,408,1,0,0,73,103,90,5,4,False,0.5030275631479074,-2.5912816603772146,2.9578244050665283,-1.1946767014008692
1611,83,415,0,1,20,89,92,79,2,0,False,2.201509432697197,0.9229034107661396,-0.006701767752654408,-0.4835088760425651
1612,141,415,0,0,0,87,120,107,1,2,False,0.5107416861276921,-1.554088475861681,1.9332916278513579,1.6406122893751787
1613,95,415,0,0,0,114,106,92,2,3,False,-0.3847839865256587,-0.8877550183049788,-0.7692748320916513,3.25809676677373
1614,184,415,0,0,0,73,120,94,4,1,True,-1.4705659031956255,-2.4073693606092914,-0.24815215969483256,-1.8082701134182024
1615,74,408,0,0,0,95,36,77,3,2,False,0.5886466913780946,-0.33741263540928945,2.2247722866916417,1.3385067386950968
1616,67,415,0,0,0,125,86,97,4,0,False,-0.0009108925618748647,0.7751665454672039,2.0128428407135748,-0.33245610070252424
1617,104,415,1,0,0,108,113,103,4,0,False,0.8202995164377471,1.0932806844340452,1.6345084031404875,-0.38593446270159404
1618,71,415,0,1,39,103,111,109,6,1,False,-0.08859221148361701,-0.23495658684829418,-0.7956883422184681,-0.8390927887217174
1619,149,415,0,0,0,88,110,119,6,4,True,1.5733812338583055,0.9107629010742032,0.10656552110696572,-0.9901455640617586
1620,154,408,0,1,35,102,99,100,2,0,False,-1.1484057930701166,0.25049969836346897,-1.0562496784168773,0.3252333626567104
1621,138,510,0,1,21,149,109,111,1,0,False,4.161736843772718,1.675122763360836,-0.5910614621109868,1.1874539633550554
1622,117,415,0,0,0,83,101,113,8,1,False,-0.1307525679792127,-1.3279304867788013,-1.895266519780797,0.3252333626567104
1623,130,408,0,0,0,140,104,123,5,1,False,0.0903601679565412,-0.0013338265113645954,-1.0885673777365161,-0.5369872380416351
1624,73,415,0,0,0,115,133,122,2,2,False,-1.6081217015927483,0.9063332572431376,-0.8693353658878626,-0.4394128247006635
1625,100,510,0,1,38,121,131,61,6,0,False,-1.1666600051737999,-2.594316787800199,2.4926361887606374,0.21827663865857064
1626,149,510,0,0,0,115,82,83,4,1,False,-0.7146582196309531,0.07265765344151355,-2.4281975705632597,0.8318700506759037
1627,29,408,0,0,0,81,110,98,7,2,False,-0.4423725889808232,0.9198682833431557,-1.9084732748442053,-1.2481550633999392
1628,131,510,0,0,0,74,90,114,9,1,False,1.78884203750583,2.3806667828095107,-0.29087986072235233,-2.821543489456588
1629,153,510,0,0,0,145,103,71,3,2,False,1.48699833017556,-2.0169043527044743,-0.08625298061487087,1.1339756013559856
1630,84,510,0,0,0,144,122,121,5,2,False,-1.223484832176405,-0.01790398003436656,-1.9762161093207773,-1.4967822520809517
1631,133,510,0,0,0,65,128,108,8,2,False,-0.18757739498181733,1.6615877372608179,1.0442445195893326,0.12070222531759914
1632,112,415,0,0,0,113,129,91,6,0,False,0.2405182461691177,0.21735939131746507,-0.36002107187668847,-0.4835088760425651
1633,87,415,0,0,0,101,80,89,3,0,False,-0.6501192696485636,1.1142804817881131,2.373464710708195,0.369329413998612
1634,72,415,0,0,0,114,97,120,5,2,False,0.3605836079151156,-0.9736409133429728,0.25665632180128245,-0.8925711507207872
1635,66,510,0,0,0,133,121,100,3,4,True,0.6693776627726116,0.0574820163265932,-1.368239658191156,0.369329413998612
1636,65,510,0,1,29,104,81,96,6,1,False,0.5626783562946271,-3.3813170584558017,0.2552579451235187,0.6808172753358622
1637,74,415,0,0,0,93,120,95,2,2,False,-1.1792622849892542,-0.39319335082426365,1.1443050533855446,0.573860551337723
1638,116,408,0,0,0,79,88,71,2,6,True,0.5289958982313749,0.5987190169533302,-0.9252698219787906,0.2717550006576405
1639,68,510,0,0,0,95,90,99,1,2,False,0.1836934191665128,1.7264738349447442,-0.7442596986425981,-0.7415183753807458
1640,68,415,0,0,0,99,85,111,3,3,False,-1.1175493011509796,0.7028156765292279,0.031520120759807015,-0.38593446270159404
1641,54,415,1,0,0,77,94,75,3,1,False,-0.8915484083795555,-1.1017724976959222,-0.33500593842763576,0.06722386331852968
1642,99,408,0,0,0,92,103,125,3,1,False,3.245130992871568,0.7795961892982696,-0.16129838096202997,1.3826027900369986
1643,107,408,0,0,0,104,94,79,3,3,False,1.1887443644419624,0.738991110998216,3.0829000723117925,1.4895595140351376
1644,124,510,0,0,0,74,84,95,6,1,False,-0.1307525679792127,0.722420957475214,-1.1931337240477862,-0.13730727402058115
1645,95,415,0,1,36,112,86,129,3,3,False,-2.6833635291388167,-2.377264180986271,1.7022512376170593,-0.5369872380416351
1646,173,510,0,0,0,143,134,119,2,0,True,-2.9093644219102406,-0.3721935534701958,-1.3904580382846814,0.174180587316669
1647,110,408,0,0,0,94,98,78,4,1,False,-1.1147233350068646,2.6551407160533143,0.3907436140766641,-1.6572173380781607
1648,102,510,0,0,0,79,136,110,5,0,False,0.1366449058352473,-0.9993164491349266,1.9451000062370023,0.8759661020178052
1649,130,408,0,0,0,86,110,139,4,0,False,2.892114390826922,0.21432426389448098,-0.820703475667521,-0.08382891202151174
