,item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score
1352,ITM11352,Electronics,112.0,65,3.0,6.0,8.11,9.34,0.81,L39,D,54,4.45,,0.43,1,0.99,100,4.51,0.53,2024-08-16,110.58,0.701
1353,ITM11353,Electronics,451.0,78,5.0,3.0,35.26,7.5,0.42,L4,D,25,1.77,143.28,0.31,9,0.77,932,14.05,0.35,2024-01-06,26.23,0.6
1354,ITM11354,Pharma,258.0,86,7.0,,2.1,5.86,0.96,L6,D,73,3.31,185.42,0.1,0,0.95,941,2.21,0.83,2024-05-15,67.89,0.775
1355,ITM11355,Pharma,224.0,67,12.0,5.0,42.97,8.92,0.99,L42,A,46,1.24,154.01,0.29,7,0.79,904,14.91,0.76,2024-04-17,184.81,0.74
1356,ITM11356,Groceries,67.0,87,13.0,4.0,35.03,6.82,0.92,L8,D,162,2.09,26.0,1.56,2,0.83,456,9.86,0.54,2024-05-07,230.84,0.609
1357,ITM11357,Apparel,452.0,84,14.0,5.0,38.64,6.65,0.18,L38,A,18,4.76,99.13,1.8,7,0.78,590,7.58,0.31,2024-12-20,274.26,0.399
1358,ITM11358,Automotive,264.0,51,3.0,7.0,41.96,2.84,0.4,L46,A,165,3.86,92.7,0.56,2,0.83,567,5.35,0.77,2024-02-04,44.71,0.695
1359,ITM11359,Automotive,339.0,47,5.0,9.0,7.01,4.25,0.95,L48,B,146,2.96,73.94,1.61,1,0.7,984,6.67,0.92,2024-06-28,50.77,0.632
1360,ITM11360,Automotive,336.0,77,5.0,3.0,41.3,6.99,0.82,L56,C,149,1.63,103.35,0.48,7,0.79,182,11.95,0.34,,282.24,0.597
1361,ITM11361,Groceries,432.0,62,,2.0,25.73,8.97,0.92,L19,D,155,2.21,93.53,0.57,2,0.83,145,2.95,0.68,2024-02-25,232.13,0.644
1362,ITM11362,Pharma,314.0,42,5.0,3.0,44.39,3.5,0.62,L32,A,99,1.21,11.17,0.53,7,0.89,473,,0.54,2024-01-01,166.53,0.554
1363,ITM11363,Groceries,147.0,80,11.0,4.0,44.44,2.55,0.53,L68,C,83,2.09,54.95,0.2,1,0.89,907,2.73,0.27,,148.25,0.628
1364,ITM11364,Automotive,363.0,65,3.0,8.0,2.18,6.14,0.2,L53,A,134,1.18,50.62,0.47,3,0.88,131,6.97,0.78,2024-07-16,55.74,0.718
1365,ITM11365,Apparel,301.0,81,6.0,4.0,19.76,1.14,0.86,L73,C,60,4.08,76.36,0.81,8,0.79,838,6.42,0.26,2024-08-12,120.0,0.455
1366,ITM11366,Electronics,36.0,60,,2.0,26.79,7.29,0.77,L88,A,41,0.86,43.15,0.87,0,0.98,364,10.08,0.76,2024-08-02,118.06,0.795
1367,ITM11367,Pharma,,83,12.0,7.0,34.24,7.18,0.15,L24,D,97,1.35,22.88,0.69,1,0.82,778,14.94,0.42,2024-03-26,198.02,0.758
1368,ITM11368,Pharma,288.0,52,6.0,,15.02,3.87,0.29,L22,B,145,3.61,47.36,1.08,1,0.77,965,13.49,0.65,2024-07-30,,0.736
1369,ITM11369,Groceries,344.0,24,3.0,9.0,13.35,8.98,0.6,L23,B,167,4.56,172.3,0.82,8,0.87,329,13.33,0.33,2024-09-09,27.32,0.576
1370,ITM11370,Pharma,301.0,47,4.0,9.0,19.68,5.27,0.72,L11,B,35,4.84,161.44,1.94,9,0.92,692,10.04,0.5,2024-07-12,256.06,0.444
1371,ITM11371,Automotive,324.0,24,,5.0,25.55,6.63,0.22,L79,A,161,4.26,94.0,1.63,4,0.7,135,4.79,0.28,2024-06-28,281.89,0.417
1372,ITM11372,Automotive,470.0,14,3.0,5.0,47.61,,0.32,L49,,164,1.45,176.78,1.87,3,0.78,889,6.38,0.57,2024-10-06,236.26,0.508
1373,ITM11373,Groceries,26.0,92,8.0,4.0,38.34,4.46,0.27,L80,D,176,1.79,54.21,1.16,9,0.95,415,,0.37,2024-07-11,61.73,0.428
1374,ITM11374,Automotive,333.0,63,5.0,3.0,22.04,8.69,0.3,L88,D,75,4.42,121.0,1.39,9,0.85,874,2.89,0.35,2024-02-21,59.93,0.36
1375,ITM11375,Apparel,324.0,60,9.0,8.0,3.66,2.52,0.93,L31,A,82,4.5,37.16,0.42,3,0.82,415,7.1,0.29,2024-09-02,220.57,0.615
1376,ITM11376,Groceries,122.0,19,7.0,3.0,9.26,4.21,0.74,L64,B,59,3.38,168.35,1.53,6,0.98,142,13.57,0.81,2024-10-22,137.85,0.666
1377,ITM11377,Apparel,328.0,21,11.0,7.0,23.34,3.52,0.76,L75,A,54,1.91,34.81,0.55,2,0.73,120,11.41,0.71,2024-11-29,235.85,0.745
1378,ITM11378,Electronics,212.0,13,9.0,6.0,40.88,1.94,0.81,L19,C,96,1.51,16.05,0.38,8,0.88,375,14.79,0.33,2024-12-17,31.89,0.641
1379,ITM11379,Apparel,260.0,27,6.0,9.0,19.65,3.25,0.42,L30,B,42,4.34,61.95,0.18,4,0.8,556,3.73,0.58,2024-04-25,217.77,0.628
1380,ITM11380,Electronics,81.0,89,7.0,3.0,27.39,2.71,0.79,L60,A,28,1.42,181.18,1.0,8,0.72,375,8.01,0.73,2024-03-24,132.99,0.537
1381,ITM11381,Electronics,36.0,45,7.0,9.0,44.7,9.27,0.98,L82,C,150,3.48,34.6,0.64,0,0.76,893,12.1,0.9,2024-08-19,,0.829
1382,ITM11382,Apparel,190.0,34,13.0,5.0,45.78,7.54,0.73,L33,,122,4.86,72.83,1.97,9,0.89,240,7.45,0.25,2024-02-07,168.1,0.35
1383,ITM11383,Groceries,44.0,96,7.0,9.0,11.57,3.5,0.48,L59,D,31,3.67,70.12,0.57,7,0.71,263,5.97,0.49,2024-01-18,212.72,0.523
1384,ITM11384,Automotive,270.0,85,12.0,8.0,3.14,7.75,0.74,L33,C,157,1.66,162.31,1.75,1,0.88,96,12.42,0.69,2024-05-30,163.19,0.685
1385,ITM11385,Automotive,,45,11.0,9.0,15.97,0.71,0.91,L86,D,106,1.77,90.09,0.7,7,0.99,779,7.02,0.21,2024-01-11,45.64,0.524
1386,ITM11386,Electronics,406.0,76,12.0,3.0,35.09,5.5,0.22,L2,C,14,0.92,126.2,1.52,3,0.94,138,13.78,0.39,2024-06-12,246.61,0.638
1387,ITM11387,Electronics,226.0,18,5.0,8.0,47.6,2.88,0.34,L60,B,135,3.59,86.83,1.35,1,0.8,836,4.76,0.8,2024-05-13,101.95,0.628
1388,ITM11388,Groceries,48.0,70,8.0,9.0,4.77,1.59,0.93,L37,,87,2.83,114.78,1.17,1,0.74,276,13.55,0.48,2024-02-23,277.22,0.688
1389,ITM11389,Pharma,136.0,62,10.0,6.0,2.4,8.9,0.95,L87,A,169,1.43,21.86,0.89,5,0.84,446,4.9,0.27,2024-02-07,272.99,0.498
1390,ITM11390,Apparel,435.0,27,13.0,5.0,44.32,2.39,0.54,L70,A,39,1.52,81.07,1.38,2,0.82,266,5.05,0.7,2024-06-24,68.11,0.593
1391,ITM11391,Electronics,301.0,52,11.0,9.0,37.66,8.31,0.44,L21,A,100,0.54,,0.87,9,0.99,801,6.89,0.4,2024-03-28,148.15,0.503
1392,ITM11392,Automotive,399.0,44,9.0,8.0,49.62,4.43,,L10,C,163,4.9,141.3,1.14,2,1.0,350,8.22,0.76,2024-07-11,49.84,0.708
1393,ITM11393,Groceries,163.0,72,14.0,3.0,20.44,0.64,0.55,L57,A,91,4.23,196.55,1.22,8,0.82,465,6.86,0.92,2024-03-23,206.55,0.557
1394,ITM11394,Apparel,44.0,87,5.0,5.0,21.39,7.46,,L45,A,97,2.27,159.7,0.61,4,0.74,975,13.07,0.62,2024-02-08,257.06,0.705
1395,ITM11395,Groceries,,13,3.0,4.0,9.44,6.17,0.23,L76,C,141,4.76,95.79,0.75,6,0.97,902,12.14,0.68,2024-10-07,198.03,0.697
1396,ITM11396,Apparel,175.0,50,6.0,4.0,6.68,3.77,0.48,L39,C,114,3.55,138.49,0.13,4,0.94,943,5.34,0.61,2024-02-17,85.54,0.688
1397,ITM11397,Apparel,92.0,54,8.0,7.0,29.36,3.17,0.92,L82,B,76,3.88,157.42,1.72,1,0.85,219,8.16,0.85,2024-06-22,32.13,0.657
1398,ITM11398,Electronics,139.0,59,5.0,4.0,18.85,1.2,0.41,L55,C,127,3.56,61.24,1.54,7,0.81,414,7.03,0.39,2024-10-31,30.09,0.44
1399,ITM11399,Groceries,331.0,88,3.0,,4.94,9.44,0.79,L89,D,39,3.91,21.4,0.45,8,0.83,281,1.78,0.52,2024-11-10,187.17,0.489
1400,ITM11400,Groceries,340.0,37,8.0,6.0,44.46,5.19,0.45,L33,B,120,1.27,87.11,0.79,1,0.97,669,11.47,0.92,2024-09-04,286.47,0.832
1401,ITM11401,Automotive,112.0,51,3.0,5.0,10.72,1.31,0.82,L59,B,153,3.03,37.49,0.9,1,0.76,377,3.54,0.78,2024-12-26,211.63,0.645
1402,ITM11402,Automotive,105.0,89,11.0,8.0,37.68,8.75,0.98,L39,A,48,4.32,62.68,0.74,3,0.94,282,14.08,0.46,2024-01-16,221.88,0.734
1403,ITM11403,Electronics,355.0,85,13.0,2.0,14.83,3.15,0.45,L26,A,95,0.59,189.9,1.62,7,0.71,731,6.57,0.87,2024-08-08,105.5,0.502
1404,ITM11404,Electronics,444.0,78,14.0,4.0,40.83,2.43,0.86,L50,D,50,1.06,170.95,1.48,4,0.98,696,9.71,0.39,2024-11-30,179.95,0.575
1405,ITM11405,Pharma,383.0,10,3.0,4.0,6.8,3.17,0.99,L62,A,40,1.61,122.57,1.56,4,0.85,692,12.46,0.71,2024-03-25,101.81,0.642
1406,ITM11406,Automotive,454.0,48,8.0,2.0,38.05,5.86,0.99,L14,C,150,1.83,86.24,1.82,6,0.77,86,3.52,0.97,2024-11-06,271.48,0.493
1407,ITM11407,Apparel,137.0,99,3.0,8.0,5.81,1.2,0.49,L31,C,178,1.32,60.22,1.23,3,0.7,820,,0.66,2024-08-10,48.43,0.603
1408,ITM11408,Groceries,252.0,26,14.0,8.0,22.9,5.08,0.54,L49,A,165,3.31,118.58,1.27,8,0.87,451,4.32,0.84,2024-03-21,193.29,0.513
1409,ITM11409,Electronics,,97,9.0,2.0,36.97,9.01,0.37,L74,A,136,1.82,111.3,1.47,3,0.77,685,8.14,0.79,2024-01-28,221.95,0.614
1410,ITM11410,Groceries,225.0,44,5.0,8.0,9.49,2.29,0.38,L46,,73,1.21,158.35,1.39,7,0.89,475,9.11,0.89,2024-02-21,212.56,0.598
1411,ITM11411,Groceries,432.0,55,8.0,3.0,15.0,3.65,0.54,L74,B,126,4.58,186.32,1.75,2,0.78,954,3.37,0.98,2024-06-18,84.62,0.582
1412,ITM11412,Pharma,358.0,51,9.0,8.0,43.37,4.26,0.28,L38,D,28,3.63,72.5,1.56,5,0.73,457,9.13,0.22,2024-04-15,,0.456
1413,ITM11413,Automotive,166.0,48,3.0,5.0,44.37,6.07,0.74,L90,D,120,1.61,49.2,0.33,0,0.85,824,7.37,0.22,2024-04-07,202.37,0.679
1414,ITM11414,Electronics,469.0,99,3.0,8.0,3.2,9.23,0.58,L38,B,123,2.12,86.53,1.86,6,0.87,914,8.31,0.68,2024-07-28,279.97,0.515
1415,ITM11415,Groceries,444.0,58,7.0,9.0,9.24,4.25,0.91,L3,D,34,3.83,93.13,1.4,6,0.84,266,,0.96,2024-12-22,154.9,0.682
1416,ITM11416,Electronics,448.0,71,8.0,9.0,6.76,1.16,0.83,L85,A,175,4.06,17.58,0.34,1,0.84,219,7.77,0.59,2024-10-10,97.15,0.736
1417,ITM11417,Apparel,290.0,47,11.0,4.0,9.8,3.81,0.39,L51,A,130,1.29,173.72,1.57,4,0.88,659,7.67,0.87,2024-10-03,122.09,0.615
1418,ITM11418,Pharma,406.0,32,3.0,6.0,48.54,2.31,0.56,L36,A,108,4.71,199.16,0.78,3,0.86,407,7.59,0.81,2024-05-15,166.98,0.697
1419,ITM11419,Apparel,158.0,31,6.0,3.0,28.03,6.69,,L2,,99,4.03,185.41,1.63,9,0.74,235,9.72,0.6,2024-12-04,293.14,0.455
1420,ITM11420,Electronics,200.0,13,12.0,3.0,23.94,0.78,0.27,L73,B,12,4.36,173.53,1.92,8,0.76,774,6.15,0.61,2024-05-24,192.22,0.404
1421,ITM11421,Electronics,449.0,58,10.0,8.0,49.24,3.27,0.13,L88,A,139,1.15,198.59,0.58,1,0.74,919,12.22,0.55,2024-06-01,54.87,0.743
1422,ITM11422,Automotive,49.0,68,12.0,6.0,28.29,5.68,0.87,L100,B,14,1.15,182.48,1.73,2,0.91,873,5.0,0.4,2024-05-01,254.51,0.516
1423,ITM11423,Groceries,76.0,82,11.0,6.0,33.39,3.13,0.22,L96,C,29,1.87,140.79,1.57,0,0.86,793,5.19,0.89,2024-02-19,62.62,0.662
1424,ITM11424,Groceries,251.0,77,5.0,7.0,17.31,5.73,0.9,L7,C,47,0.79,41.68,1.38,9,0.83,963,9.24,0.37,2024-01-26,21.24,0.445
1425,ITM11425,Apparel,165.0,80,13.0,6.0,19.72,1.59,0.92,L78,C,110,0.91,39.71,0.83,4,0.94,728,4.64,0.93,2024-07-20,39.06,0.673
1426,ITM11426,Pharma,454.0,96,4.0,8.0,30.13,9.46,,L96,D,137,1.14,19.27,0.31,2,0.8,867,2.26,0.49,2024-10-19,237.98,0.617
1427,ITM11427,Groceries,403.0,11,6.0,8.0,4.42,3.26,0.83,L64,,111,3.71,88.25,1.02,3,0.87,210,3.88,0.22,2024-10-08,271.55,0.508
1428,ITM11428,Automotive,67.0,58,4.0,2.0,13.54,9.27,0.43,L37,A,45,0.64,163.68,0.3,3,0.72,333,13.79,0.33,2024-09-08,87.78,0.704
1429,ITM11429,Apparel,213.0,97,3.0,4.0,10.64,3.6,0.87,L100,C,108,0.87,103.16,1.05,5,0.92,233,1.15,0.91,2024-03-19,154.45,0.576
1430,ITM11430,Apparel,243.0,40,14.0,9.0,1.78,7.93,0.84,L30,,122,4.75,79.6,1.66,9,0.91,586,2.87,0.3,2024-01-28,183.19,0.334
1431,ITM11431,Automotive,155.0,49,,7.0,27.31,2.84,0.17,L78,D,46,0.88,30.75,2.0,6,0.94,191,11.61,0.79,2024-07-03,131.42,0.581
1432,ITM11432,Pharma,41.0,57,9.0,8.0,28.49,6.86,0.62,L46,B,63,2.92,19.83,0.48,6,0.97,744,14.72,0.35,2024-01-02,28.94,0.692
1433,ITM11433,Automotive,25.0,60,3.0,2.0,19.81,3.58,0.68,L29,B,158,3.39,85.84,0.49,7,0.93,645,10.63,0.6,2024-08-06,26.43,0.659
1434,ITM11434,Pharma,223.0,52,4.0,7.0,14.17,5.34,0.1,L82,A,158,4.81,28.99,1.64,2,0.95,280,13.91,0.36,2024-02-14,137.7,0.643
1435,ITM11435,Automotive,258.0,64,3.0,4.0,32.95,6.9,0.98,L25,A,101,4.55,,0.99,4,0.8,517,12.97,0.47,2024-05-30,241.38,0.648
1436,ITM11436,Automotive,204.0,97,10.0,7.0,7.6,6.09,0.47,L80,B,79,2.48,85.12,1.84,9,0.8,952,7.72,0.3,2024-12-04,34.54,0.359
1437,ITM11437,Electronics,379.0,58,7.0,2.0,26.41,,0.57,L33,B,93,4.74,105.54,1.56,5,0.98,437,5.67,0.64,2024-11-16,69.65,0.544
1438,ITM11438,Apparel,311.0,99,10.0,5.0,38.64,1.12,0.28,L87,B,173,2.45,45.47,1.5,5,0.97,784,9.85,0.49,2024-11-03,88.23,0.573
1439,ITM11439,Automotive,354.0,89,5.0,9.0,9.05,2.87,0.65,L97,B,20,3.51,140.08,0.29,7,0.86,207,8.47,0.49,2024-09-02,172.15,0.614
1440,ITM11440,Automotive,239.0,66,14.0,8.0,37.91,5.93,,L93,C,97,1.67,89.55,0.17,4,0.81,367,1.36,0.23,2024-04-12,22.53,0.529
1441,ITM11441,Groceries,135.0,86,9.0,9.0,38.28,0.67,0.63,L99,B,96,3.36,27.47,0.7,4,0.96,234,14.4,0.31,2024-02-19,259.41,0.696
1442,ITM11442,Apparel,332.0,24,,,3.94,2.88,0.81,L85,D,40,2.92,131.04,0.51,0,0.8,470,8.98,0.77,2024-01-14,146.51,0.783
1443,ITM11443,Groceries,68.0,36,8.0,3.0,1.92,2.68,0.76,L88,A,110,3.23,77.82,1.45,0,0.75,232,13.24,0.43,2024-04-15,150.72,0.668
1444,ITM11444,Apparel,192.0,77,9.0,4.0,48.72,2.87,,L18,D,174,3.57,19.94,0.96,5,0.89,646,11.28,0.55,,104.69,0.642
1445,ITM11445,Groceries,101.0,89,14.0,4.0,10.48,5.59,0.49,L81,A,69,1.28,190.12,1.09,9,0.71,626,5.77,0.81,2024-11-22,71.48,0.492
1446,ITM11446,Automotive,,73,4.0,4.0,41.28,6.03,0.23,L13,A,70,1.86,118.53,1.65,9,0.81,101,13.62,0.56,2024-05-29,115.46,0.511
1447,ITM11447,Automotive,352.0,39,10.0,5.0,28.53,9.14,0.14,L81,A,76,3.81,,1.01,4,0.94,52,,0.38,2024-02-11,274.89,0.644
1448,ITM11448,Electronics,64.0,45,7.0,8.0,13.96,4.17,0.16,L83,D,166,1.24,173.24,1.14,9,0.79,126,7.02,0.64,2024-08-30,37.33,0.486
1449,ITM11449,Groceries,354.0,76,9.0,2.0,7.37,9.3,0.95,L6,A,88,2.05,187.98,1.7,5,0.98,696,12.77,0.84,2024-02-29,27.61,0.664
1450,ITM11450,Pharma,39.0,95,3.0,8.0,25.34,6.69,0.99,L40,B,80,3.5,51.86,0.92,8,0.99,887,4.8,0.68,2024-06-06,43.19,0.546
1451,ITM11451,Electronics,467.0,95,7.0,3.0,20.96,9.17,0.19,L57,B,76,4.72,163.93,0.26,7,0.94,631,10.39,0.54,2024-07-22,235.32,0.669
1452,ITM11452,Groceries,240.0,58,3.0,2.0,35.25,8.42,0.4,L5,C,137,0.84,167.91,1.09,6,1.0,723,2.6,0.3,2024-08-29,24.04,0.466
1453,ITM11453,Groceries,142.0,85,14.0,,45.3,7.03,0.2,L75,C,120,2.82,20.34,1.2,6,0.86,657,,0.4,2024-09-07,106.62,0.587
1454,ITM11454,Electronics,253.0,64,10.0,,40.46,3.88,,L47,C,25,0.87,145.27,1.07,5,0.87,65,11.21,0.96,2024-12-04,133.21,0.708
1455,ITM11455,Automotive,240.0,94,6.0,7.0,14.45,2.79,0.55,L94,B,54,2.21,21.96,0.59,5,0.95,279,3.14,0.82,2024-05-15,157.06,0.637
1456,ITM11456,Groceries,342.0,65,6.0,2.0,44.07,2.61,0.66,L17,D,43,1.29,122.99,0.53,0,0.85,953,1.3,0.27,2024-02-16,10.93,0.588
1457,ITM11457,Automotive,358.0,77,4.0,6.0,41.84,9.55,0.59,L12,C,53,3.42,137.15,0.8,6,0.82,966,6.46,0.2,2024-11-24,151.16,0.49
1458,ITM11458,Electronics,22.0,53,7.0,5.0,46.53,9.61,0.74,L38,B,126,3.91,79.74,0.42,4,0.88,938,10.45,0.34,2024-10-05,66.53,0.661
1459,ITM11459,Automotive,201.0,40,3.0,6.0,23.47,7.39,0.39,L42,A,134,1.61,177.35,1.37,6,0.9,316,4.96,0.96,2024-07-17,38.38,0.581
1460,ITM11460,Apparel,225.0,67,11.0,8.0,38.66,8.9,0.22,L96,D,112,3.71,162.1,1.27,5,0.93,355,14.63,0.66,2024-04-04,164.66,0.686
1461,ITM11461,Pharma,339.0,96,7.0,7.0,29.99,9.23,,L54,D,129,2.51,185.93,1.3,7,0.9,904,14.09,0.87,,225.8,0.672
1462,ITM11462,Groceries,59.0,62,8.0,5.0,16.21,5.36,0.5,L23,B,179,1.78,69.83,0.53,2,0.92,55,9.37,0.57,2024-07-14,281.08,0.73
1463,ITM11463,Pharma,78.0,93,4.0,2.0,49.73,6.48,0.92,L26,B,44,2.86,14.09,0.57,7,0.9,159,5.42,0.86,2024-07-08,274.67,0.627
1464,ITM11464,Automotive,458.0,88,12.0,7.0,2.88,4.48,0.37,L17,A,135,2.21,164.18,1.6,6,0.84,192,13.55,0.23,2024-04-05,125.71,0.515
1465,ITM11465,Groceries,81.0,32,12.0,2.0,8.95,4.48,0.28,L70,A,84,1.53,52.37,1.41,0,0.74,956,12.25,0.54,2024-08-16,214.18,0.678
1466,ITM11466,Automotive,151.0,37,3.0,5.0,44.73,0.87,,L47,A,93,3.91,98.76,1.76,2,0.94,716,2.21,0.5,2024-01-23,211.73,0.501
1467,ITM11467,Apparel,79.0,25,,2.0,3.97,4.62,0.19,L68,D,167,4.09,165.29,0.87,9,0.71,256,7.67,0.99,2024-05-14,129.51,0.575
1468,ITM11468,Electronics,391.0,46,9.0,2.0,44.45,6.9,0.15,L65,D,62,4.1,51.07,1.14,3,1.0,478,14.74,0.44,2024-08-13,38.48,0.711
1469,ITM11469,Groceries,350.0,30,8.0,3.0,36.05,4.51,0.89,L35,C,67,2.22,69.26,1.5,8,0.95,215,7.35,0.53,2024-08-26,120.78,0.484
1470,ITM11470,Apparel,141.0,88,12.0,8.0,2.8,8.79,0.73,L22,C,165,1.26,93.43,1.95,5,0.9,309,14.06,0.81,2024-05-14,297.78,0.634
1471,ITM11471,Apparel,498.0,26,3.0,6.0,22.04,3.66,0.48,L33,C,152,4.28,61.65,1.98,6,0.99,734,14.68,0.9,2024-04-25,170.96,0.656
1472,ITM11472,Groceries,126.0,46,3.0,9.0,37.97,1.76,0.78,L62,D,175,1.98,97.65,2.0,4,0.88,443,6.42,0.9,2024-05-17,109.0,0.562
1473,ITM11473,Automotive,115.0,86,10.0,6.0,29.57,8.21,0.77,L38,A,59,3.87,11.82,1.79,2,0.72,170,14.5,0.52,2024-10-15,225.71,0.622
1474,ITM11474,Apparel,366.0,28,6.0,6.0,46.86,6.9,0.14,L96,C,150,4.18,50.32,1.32,4,0.87,999,2.93,0.96,2024-02-01,209.03,0.593
1475,ITM11475,Pharma,433.0,39,7.0,4.0,43.51,2.8,0.71,L44,A,120,3.96,168.19,0.11,6,0.78,462,,0.72,2024-03-18,177.85,0.612
1476,ITM11476,Apparel,254.0,54,,3.0,17.3,5.6,0.68,L15,A,172,2.25,88.56,1.43,8,0.81,189,4.87,0.88,2024-12-22,194.86,0.5
1477,ITM11477,Automotive,405.0,27,10.0,9.0,5.15,4.32,0.97,L60,A,120,4.72,130.92,0.55,8,0.84,217,7.55,0.94,2024-12-07,179.63,0.642
1478,ITM11478,Automotive,81.0,87,12.0,7.0,47.27,9.42,0.97,L10,,161,3.47,54.13,0.21,7,0.93,133,3.53,0.39,2024-02-19,287.32,0.55
1479,ITM11479,Pharma,275.0,71,9.0,7.0,26.35,6.27,0.44,L19,C,129,3.09,133.48,1.42,4,0.85,470,5.76,0.6,2024-02-13,157.65,0.545
1480,ITM11480,Apparel,68.0,45,4.0,7.0,4.65,2.0,0.63,L97,A,74,3.64,200.0,1.54,6,0.84,755,2.45,0.67,2024-12-08,181.16,0.461
1481,ITM11481,Automotive,412.0,93,6.0,6.0,41.01,5.27,0.23,L29,C,115,0.7,123.1,1.35,3,0.79,837,7.02,0.84,2024-06-25,146.78,0.625
1482,ITM11482,Groceries,367.0,61,,8.0,43.56,8.69,0.16,L87,B,100,2.26,129.39,0.79,9,0.86,317,12.58,0.52,2024-10-04,184.06,0.585
1483,ITM11483,Electronics,,28,14.0,6.0,32.33,6.88,0.49,L93,C,155,4.47,31.19,1.07,4,0.77,87,9.33,0.37,,268.34,0.565
1484,ITM11484,Electronics,143.0,53,,9.0,22.93,8.5,0.72,L87,A,35,1.22,86.64,1.88,3,0.78,975,12.34,0.79,2024-10-28,108.53,0.631
1485,ITM11485,Electronics,336.0,16,12.0,8.0,33.45,2.88,0.61,L51,A,166,2.36,173.54,1.49,2,0.93,352,2.9,0.67,2024-04-26,153.81,0.57
1486,ITM11486,Apparel,226.0,53,11.0,3.0,35.63,8.94,0.49,L72,D,81,2.32,168.51,1.06,0,0.8,387,,0.92,2024-10-10,140.1,0.726
1487,ITM11487,Pharma,67.0,77,5.0,8.0,44.76,7.68,0.84,L47,D,53,2.1,109.26,1.23,4,0.72,803,1.55,0.72,2024-02-01,125.41,0.506
1488,ITM11488,Automotive,428.0,43,14.0,9.0,47.84,7.42,0.81,L12,A,99,3.03,,1.86,1,0.8,379,6.18,0.21,2024-07-17,248.1,0.478
1489,ITM11489,Groceries,439.0,75,5.0,2.0,26.2,3.79,0.76,L51,B,142,4.98,37.16,0.85,5,0.89,248,9.6,0.97,2024-09-24,77.26,0.715
1490,ITM11490,Groceries,155.0,78,,6.0,40.13,8.93,0.17,L2,D,170,1.65,135.06,0.29,4,0.94,859,8.96,0.67,2024-08-02,154.98,0.732
1491,ITM11491,Apparel,220.0,64,11.0,7.0,48.26,6.56,0.82,L34,A,133,3.67,57.29,0.72,1,0.99,54,1.84,0.68,2024-10-01,278.14,0.667
1492,ITM11492,Electronics,269.0,19,12.0,2.0,8.41,8.59,0.93,L69,D,14,3.91,132.66,0.89,7,0.92,481,1.87,0.93,2024-12-17,56.76,0.566
1493,ITM11493,Apparel,333.0,51,5.0,6.0,1.9,3.93,0.15,L16,D,136,3.13,26.61,0.62,4,0.83,420,5.27,0.73,,11.35,0.64
1494,ITM11494,Pharma,376.0,50,10.0,5.0,43.58,1.88,0.46,L59,,122,0.94,189.29,1.11,1,0.79,944,11.8,0.58,2024-10-20,86.91,0.7
1495,ITM11495,Pharma,387.0,86,4.0,4.0,10.57,3.66,0.99,L48,C,120,3.08,159.4,0.68,0,0.74,916,1.29,0.29,2024-04-30,,0.555
1496,ITM11496,Automotive,448.0,78,5.0,6.0,3.08,4.83,,L87,B,173,4.79,48.18,0.3,1,0.89,152,9.62,0.97,2024-08-31,35.41,0.85
1497,ITM11497,Automotive,337.0,19,4.0,,8.84,5.57,0.56,L96,C,86,2.04,131.08,0.46,0,0.85,484,3.57,0.26,2024-06-02,49.75,0.624
1498,ITM11498,Pharma,314.0,19,3.0,9.0,19.82,5.35,0.26,L87,A,22,3.38,,1.84,9,0.9,957,14.22,0.34,2024-02-10,102.9,0.474
1499,ITM11499,Pharma,,69,4.0,3.0,11.74,5.69,0.61,L34,A,162,4.82,,1.3,9,0.77,699,7.02,0.86,2024-07-21,233.21,0.51
1500,ITM11500,Pharma,333.0,60,10.0,5.0,15.96,8.5,0.5,L75,B,67,4.09,,0.7,2,0.8,854,1.67,0.59,2024-01-18,227.87,0.59
1501,ITM11501,Apparel,228.0,30,11.0,3.0,48.79,2.12,0.21,L49,A,139,3.6,,0.8,2,0.79,430,10.99,0.34,2024-09-14,35.25,0.653
1502,ITM11502,Pharma,374.0,17,4.0,6.0,35.52,3.5,0.52,L82,D,97,4.87,35.79,1.04,9,0.94,115,7.78,0.43,2024-10-19,280.81,0.494
1503,ITM11503,Groceries,230.0,74,9.0,3.0,35.9,8.94,0.25,L48,B,45,1.27,117.49,1.38,0,0.75,628,13.34,1.0,2024-09-21,79.26,0.79
1504,ITM11504,Electronics,211.0,87,7.0,5.0,5.64,5.82,0.76,L14,C,34,3.98,90.58,1.21,6,0.88,319,10.13,0.67,2024-10-19,91.38,0.604
1505,ITM11505,Pharma,63.0,94,5.0,8.0,36.87,6.04,0.98,L87,B,43,2.33,97.86,1.87,9,0.72,96,10.7,0.52,2024-12-12,122.06,0.424
1506,ITM11506,Electronics,48.0,39,11.0,4.0,37.23,5.04,0.52,L30,C,149,2.12,113.14,1.29,6,0.86,965,11.74,0.9,2024-11-13,194.0,0.66
1507,ITM11507,Apparel,78.0,94,,2.0,33.33,5.72,0.67,L61,A,28,2.84,196.59,1.83,8,0.72,414,6.88,0.58,2024-03-16,,0.409
